# BCOD Simulator export
# Steps: 547
# Stop reason: goal_completed
# Sim Hz: 12
# Axis convention: north=pos.z, east=pos.x, up=pos.y
time,north,east,height,surge,sway,heave,heading,roll,pitch,yaw_rate,roll_rate,pitch_rate,total_accel_n,total_accel_e,total_accel_up,yaw_accel,speed,total_energy,last_total_cost
43242.3333,62.8203,62.0607,-0.0926,0.4656,2.1685,0.0000,1.400705,0.023478,-0.000009,-0.008891,-0.017568,0.018362,-0.017515,0.001215,0.000000,-0.007528,2.2179,250.6142,0.501693
43242.4167,62.8591,62.2414,-0.0926,0.4656,2.1684,0.0000,1.399939,0.021806,0.001834,-0.009496,-0.020065,0.022126,-0.019589,0.002505,0.000000,-0.007420,2.2178,251.1159,0.501687
43242.5000,62.8979,62.4221,-0.0926,0.4656,2.1683,0.0000,1.399123,0.019959,0.003930,-0.010110,-0.022165,0.025152,-0.021552,0.003820,0.000000,-0.007576,2.2177,251.6176,0.501684
43242.5833,62.9367,62.6027,-0.0926,0.4656,2.1683,0.0000,1.398254,0.017974,0.006210,-0.010751,-0.023815,0.027351,-0.023397,0.005141,0.000000,-0.007924,2.2177,252.1193,0.501684
43242.6667,62.9755,62.7834,-0.0926,0.4655,2.1684,0.0000,1.397330,0.015893,0.008598,-0.011428,-0.024976,0.028658,-0.025110,0.006450,0.000000,-0.008390,2.2178,252.6210,0.501688
43242.7500,63.0143,62.9642,-0.0926,0.4655,2.1686,0.0000,1.396348,0.013758,0.011017,-0.012147,-0.025621,0.029034,-0.026676,0.007727,0.000000,-0.008898,2.2180,253.1227,0.501695
43242.8333,63.0531,63.1449,-0.0926,0.4654,2.1689,0.0000,1.395304,0.011613,0.013390,-0.012903,-0.025738,0.028466,-0.028073,0.008956,0.000000,-0.009370,2.2182,253.6244,0.501706
43242.9167,63.0919,63.3256,-0.0926,0.4654,2.1692,0.0000,1.394197,0.009502,0.015637,-0.013689,-0.025330,0.026965,-0.029278,0.010120,0.000000,-0.009736,2.2185,254.1261,0.501720
43243.0000,63.1307,63.5064,-0.0926,0.4654,2.1696,0.0000,1.393070,0.007468,0.017684,-0.013385,-0.024411,0.024568,-0.028868,0.010817,0.000000,0.002828,2.2189,254.6278,0.501736
43243.0833,63.1695,63.6872,-0.0926,0.4654,2.1700,0.0000,1.391999,0.005550,0.019462,-0.012343,-0.023013,0.021340,-0.027309,0.011161,0.000000,0.011381,2.2194,255.1296,0.501756
43243.1667,63.2082,63.8681,-0.0926,0.4653,2.1705,0.0000,1.391036,0.003786,0.020909,-0.010817,-0.021176,0.017363,-0.024944,0.011219,0.000000,0.017003,2.2199,255.6314,0.501778
43243.2500,63.2470,64.0490,-0.0926,0.4652,2.1711,0.0000,1.390212,0.002206,0.021971,-0.008991,-0.018957,0.012744,-0.022021,0.011033,0.000000,0.020534,2.2204,256.1332,0.501801
43243.3333,63.2858,64.2299,-0.0926,0.4649,2.1717,0.0000,1.389548,0.000838,0.022605,-0.006990,-0.016419,0.007607,-0.018716,0.010626,0.000000,0.022630,2.2209,256.6350,0.501825
43243.4167,63.3245,64.4109,-0.0926,0.4646,2.1724,0.0000,1.389054,-0.000299,0.022779,-0.004895,-0.013637,0.002093,-0.015150,0.010011,0.000000,0.023797,2.2215,257.1368,0.501850
43243.5000,63.3632,64.5920,-0.0926,0.4643,2.1730,0.0000,1.388737,-0.001190,0.022476,-0.002753,-0.010691,-0.003648,-0.011405,0.009193,0.000000,0.024420,2.2221,257.6387,0.501875
43243.5833,63.4019,64.7731,-0.0926,0.4638,2.1737,0.0000,1.388599,-0.001829,0.021687,-0.000586,-0.007668,-0.009456,-0.007531,0.008179,0.000000,0.024788,2.2226,258.1406,0.501900
43243.6667,63.4405,64.9543,-0.0926,0.4633,2.1743,0.0000,1.388643,-0.002216,0.020423,0.001600,-0.004655,-0.015171,-0.003563,0.006972,0.000000,0.025111,2.2231,258.6425,0.501923
43243.7500,63.4791,65.1355,-0.0926,0.4627,2.1749,0.0000,1.388870,-0.002361,0.018704,0.003814,-0.001740,-0.020633,0.000476,0.005579,0.000000,0.025527,2.2236,259.1445,0.501944
43243.8333,63.5176,65.3167,-0.0926,0.4620,2.1749,0.0000,1.389282,-0.002279,0.016563,0.006054,0.000992,-0.025686,0.003111,-0.003074,0.000000,0.025917,2.2234,259.6464,0.501935
43243.9167,63.5561,65.4979,-0.0926,0.4609,2.1737,0.0000,1.389882,-0.001990,0.014048,0.008326,0.003460,-0.030189,0.004587,-0.017612,0.000000,0.026356,2.2220,260.1483,0.501875
43244.0000,63.5944,65.6790,-0.0926,0.4595,2.1710,0.0000,1.390674,-0.001524,0.011213,0.010642,0.005592,-0.034012,0.005213,-0.036570,0.000000,0.026944,2.2191,260.6500,0.501745
43244.0833,63.6326,65.8597,-0.0926,0.4577,2.1666,0.0000,1.391660,-0.000914,0.008126,0.013015,0.007325,-0.037045,0.005204,-0.058716,0.000000,0.027669,2.2144,261.1516,0.501536
43244.1667,63.6707,66.0400,-0.0926,0.4554,2.1602,0.0000,1.392847,-0.000197,0.004859,0.015454,0.008608,-0.039201,0.004736,-0.083032,0.000000,0.028502,2.2077,261.6528,0.501238
43244.2500,63.7085,66.2196,-0.0926,0.4526,2.1517,0.0000,1.394165,0.000587,0.001491,0.016166,0.009405,-0.040415,0.001652,-0.108078,0.000000,0.008589,2.1988,262.1536,0.500848
43244.3333,63.7461,66.3985,-0.0926,0.4495,2.1411,0.0000,1.395487,0.001395,-0.001896,0.015588,0.009692,-0.040654,-0.003357,-0.133339,0.000000,-0.006327,2.1878,262.6540,0.500365
43244.4167,63.7834,66.5764,-0.0926,0.4461,2.1283,0.0000,1.396722,0.002183,-0.005222,0.014076,0.009463,-0.039911,-0.009736,-0.158405,0.000000,-0.017173,2.1746,263.1538,0.499789
43244.5000,63.8205,66.7531,-0.0926,0.4425,2.1134,0.0000,1.397803,0.002911,-0.008407,0.011915,0.008728,-0.038210,-0.017045,-0.182961,0.000000,-0.024749,2.1593,263.6529,0.499124
43244.5833,63.8572,66.9285,-0.0926,0.4387,2.0964,0.0000,1.398687,0.003537,-0.011374,0.009331,0.007513,-0.035604,-0.024940,-0.206769,0.000000,-0.029742,2.1418,264.1513,0.498374
43244.6667,63.8936,67.1025,-0.0926,0.4347,2.0774,0.0000,1.399345,0.004025,-0.014054,0.006499,0.005856,-0.032171,-0.033158,-0.229656,0.000000,-0.032734,2.1224,264.6488,0.497545
43244.7500,63.9296,67.2747,-0.0926,0.4305,2.0564,0.0000,1.399763,0.004342,-0.016389,0.003550,0.003810,-0.028011,-0.041499,-0.251503,0.000000,-0.034212,2.1010,265.1455,0.496641
43244.8333,63.9653,67.4451,-0.0926,0.4261,2.0336,0.0000,1.399933,0.004462,-0.018326,0.000580,0.001439,-0.023247,-0.049814,-0.272238,0.000000,-0.034578,2.0777,265.6412,0.495670
43244.9167,64.0006,67.6135,-0.0926,0.4215,2.0090,0.0000,1.399859,0.004363,-0.019827,-0.002342,-0.001186,-0.018014,-0.057995,-0.291828,0.000000,-0.034155,2.0528,266.1358,0.494638
43245.0000,64.0355,67.7799,-0.0926,0.4168,1.9828,0.0000,1.399545,0.004031,-0.020866,-0.005172,-0.003985,-0.012462,-0.065964,-0.310269,0.000000,-0.033199,2.0261,266.6293,0.493552
43245.0833,64.0701,67.9439,-0.0926,0.4118,1.9550,0.0000,1.399000,0.003458,-0.021428,-0.007881,-0.006875,-0.006746,-0.073664,-0.327586,0.000000,-0.031906,1.9979,267.1218,0.492417
43245.1667,64.1042,68.1056,-0.0926,0.4066,1.9258,0.0000,1.398236,0.002644,-0.021513,-0.010456,-0.009772,-0.001020,-0.081045,-0.343826,0.000000,-0.030449,1.9683,267.6130,0.491242
43245.2500,64.1378,68.2649,-0.0926,0.4012,1.8953,0.0000,1.397262,0.001595,-0.021133,-0.012906,-0.012592,0.004560,-0.087986,-0.359066,0.000000,-0.029100,1.9373,268.1030,0.490030
43245.3333,64.1710,68.4215,-0.0926,0.3956,1.8634,0.0000,1.396090,0.000323,-0.020312,-0.015225,-0.015256,0.009851,-0.094641,-0.373354,0.000000,-0.027633,1.9050,268.5918,0.488789
43245.4167,64.2037,68.5754,-0.0926,0.3897,1.8304,0.0000,1.394730,-0.001151,-0.019085,-0.017405,-0.017690,0.014717,-0.100989,-0.386781,0.000000,-0.026094,1.8715,269.0793,0.487523
43245.5000,64.2360,68.7265,-0.0926,0.3837,1.7963,0.0000,1.393195,-0.002803,-0.017499,-0.019444,-0.019827,0.019040,-0.107011,-0.399444,0.000000,-0.024518,1.8368,269.5656,0.486238
